year,country,country_id,artist,song,language,final_place,final_points,final_points_tele,final_points_jury,final_running,which_semifinal,semifinal_place,semifinal_points,semifinal_points_tele,semifinal_points_jury,semifinal_running
2006,France,fr,Virginie Pouchain,Il était temps,French,22,5,,,19.0,AQ,AQ,AQ,,,
2006,Germany,de,Texas Lightning,No No Never,English,14,36,,,8.0,AQ,AQ,AQ,,,
2006,Greece,gr,Anna Vissi,Everything,English,9,128,,,16.0,AQ,AQ,AQ,,,
2006,Iceland,Iceland,Silvia Night,Congratulations,English,NQ,NQ,,,,Yes,13,62,,,23.0
2006,Ireland,ie,Brian Kennedy,Every Song Is a Cry for Love,English,10,93,,,21.0,Yes,9,79,,,8.0
2006,Israel,il,Eddie Butler,Together We Are One,"Hebrew, English",23,4,,,3.0,AQ,AQ,AQ,,,
2006,Latvia,lv,Vocal Group Cosmos,I Hear Your Heart,English,16,30,,,4.0,AQ,AQ,AQ,,,
2006,Lithuania,lt,LT United,We Are the Winners,English,6,162,,,14.0,Yes,5,163,,,18.0
2006,Malta,mt,Fabrizio Faniello,I Do,English,24,1,,,7.0,AQ,AQ,AQ,,,
2006,Moldova,md,Arsenium feat. Natalia Gordienko,Loca,English,20,22,,,2.0,AQ,AQ,AQ,,,
2006,Monaco,Monaco,Séverine Ferrer,La Coco-Dance,"French, Tahitian",NQ,NQ,,,,Yes,21,14,,,10.0
2006,Netherlands,Netherlands,Treble,Amambanda,"English, Imaginary",NQ,NQ,,,,Yes,20,22,,,17.0
2006,North Macedonia,mk,Elena Risteska,Ninanajna (Нинанајна),"English, Macedonian",12,56,,,11.0,Yes,10,76,,,11.0
2006,Norway,no,Christine Guldbrandsen,Alvedansen,Norwegian,14,36,,,5.0,AQ,AQ,AQ,,,
2006,Poland,Poland,Ich Troje feat. Real McCoy,Follow My Heart,"English, Polish, German, Russian",NQ,NQ,,,,Yes,11,70,,,12.0
2006,Portugal,Portugal,Nonstop,Coisas de nada,"Portuguese, English",NQ,NQ,,,,Yes,19,26,,,19.0
2006,Romania,ro,Mihai Trăistariu,Tornerò,"English, Italian",4,172,,,12.0,AQ,AQ,AQ,,,
2006,Russia,ru,Dima Bilan,Never Let You Go,English,2,248,,,10.0,Yes,3,217,,,13.0
2006,Slovenia,Slovenia,Anžej Dežan,Mr Nobody,English,NQ,NQ,,,,Yes,16,49,,,3.0
2006,Spain,es,Las Ketchup,Un Blodymary,Spanish,21,18,,,6.0,AQ,AQ,AQ,,,
2006,Sweden,se,Carola,Invincible,English,5,170,,,22.0,Yes,4,214,,,20.0
2006,Switzerland,ch,six4one,If We All Give a Little,English,16,30,,,1.0,AQ,AQ,AQ,,,
2006,Turkey,tr,Sibel Tüzün,Süper Star,"Turkish, English",11,91,,,23.0,Yes,8,91,,,14.0
2006,Ukraine,ua,Tina Karol,Show Me Your Love,English,7,145,,,18.0,Yes,7,146,,,15.0
2006,United Kingdom,gb,Daz Sampson,Teenage Life,English,19,25,,,15.0,AQ,AQ,AQ,,,
2007,Albania,Albania,Frederik Ndoci,Hear My Plea,"English, Albanian",NQ,NQ,,,,Yes,17,49,,,11.0
2007,Andorra,Andorra,Anonymous,Salvem el món,"Catalan, English",NQ,NQ,,,,Yes,12,80,,,21.0
2007,Armenia,am,Hayko,Anytime You Need,"English, Armenian",8,138,,,23.0,AQ,AQ,AQ,,,
2007,Austria,Austria,Eric Papilaya,Get a Life – Get Alive,English,NQ,NQ,,,,Yes,27,4,,,27.0
2007,Belarus,by,Dmitry Koldun,Work Your Magic,English,6,145,,,3.0,Yes,4,176,,,4.0
2007,Belgium,Belgium,The KMG's,Love Power,English,NQ,NQ,,,,Yes,26,14,,,24.0
2007,Bosnia and Herzegovina,ba,Marija Šestić,Rijeka bez imena (Ријека без имена),Serbian,11,106,,,1.0,AQ,AQ,AQ,,,
2007,Bulgaria,bg,Elitsa Todorova & Stoyan Yankoulov,Water,Bulgarian,5,157,,,21.0,Yes,6,146,,,1.0
2007,Croatia,Croatia,Dragonfly feat. Dado Topić,Vjerujem u ljubav,"Croatian, English",NQ,NQ,,,,Yes,16,54,,,13.0
2007,Cyprus,Cyprus,Evridiki,"Comme ci, comme ça",French,NQ,NQ,,,,Yes,15,65,,,3.0
2007,Czech Republic,Czech Republic,Kabát,Malá dáma,Czech,NQ,NQ,,,,Yes,28,1,,,16.0
2007,Denmark,Denmark,DQ,Drama Queen,English,NQ,NQ,,,,Yes,19,45,,,12.0
2007,Estonia,Estonia,Gerli Padar,Partners in Crime,English,NQ,NQ,,,,Yes,22,33,,,23.0
2007,Finland,fi,Hanna Pakarinen,Leave Me Alone,English,17,53,,,5.0,AQ,AQ,AQ,,,
2007,France,fr,Les Fatals Picards,L'amour à la française,"French, English (""Franglais"")",22,19,,,13.0,AQ,AQ,AQ,,,
2007,Georgia,ge,Sopho Khalvashi,Visionary Dream,English,12,97,,,11.0,Yes,8,123,,,6.0
2007,Germany,de,Roger Cicero,Frauen regier'n die Welt,"German, English",19,49,,,16.0,AQ,AQ,AQ,,,
2007,Greece,gr,Sarbel,Yassou Maria (Γεια σου Μαρία),English,7,139,,,10.0,AQ,AQ,AQ,,,
2007,Hungary,hu,Magdi Rúzsa,Unsubstantial Blues,English,9,128,,,8.0,Yes,2,224,,,22.0
2007,Iceland,Iceland,Eiríkur Hauksson,Valentine Lost,English,NQ,NQ,,,,Yes,13,77,,,5.0
2007,Ireland,ie,Dervish,They Can't Stop the Spring,English,24,5,,,4.0,AQ,AQ,AQ,,,
2007,Israel,Israel,Teapacks,Push the Button,"English, French, Hebrew",NQ,NQ,,,,Yes,24,17,,,2.0
2007,Latvia,lv,Bonaparti.lv,Questa notte,Italian,16,54,,,14.0,Yes,5,168,,,28.0
2007,Lithuania,lt,4Fun,Love or Leave,English,21,28,,,9.0,AQ,AQ,AQ,,,
2007,Malta,Malta,Olivia Lewis,Vertigo,English,NQ,NQ,,,,Yes,25,15,,,20.0
2007,Moldova,md,Natalia Barbu,Fight,English,10,109,,,24.0,Yes,10,91,,,9.0
2007,Montenegro,Montenegro,Stevan Faddy,"Ajde, kroči ('Ајде, крочи)",Montenegrin,NQ,NQ,,,,Yes,22,33,,,7.0
2007,Netherlands,Netherlands,Edsilia Rombley,On Top of the World,English,NQ,NQ,,,,Yes,21,38,,,10.0
2007,North Macedonia,mk,Karolina,Mojot svet (Мојот свет),"Macedonian, English",14,73,,,6.0,Yes,9,97,,,18.0
2007,Norway,Norway,Guri Schanke,Ven a bailar conmigo,English,NQ,NQ,,,,Yes,18,48,,,19.0
2007,Poland,Poland,The Jet Set,Time to Party,English,NQ,NQ,,,,Yes,14,75,,,14.0
2007,Portugal,Portugal,Sabrina,Dança comigo,"Portuguese, English",NQ,NQ,,,,Yes,11,88,,,17.0
2007,Romania,ro,Todomondo,"Liubi, Liubi, I Love You (Люби, Люби, I Love You)","English, Italian, Spanish, Russian, French, Romanian",13,84,,,20.0,AQ,AQ,AQ,,,
2007,Russia,ru,Serebro,Song #1,English,3,207,,,15.0,AQ,AQ,AQ,,,
2007,Serbia,rs,Marija Šerifović,Molitva (Молитва),Serbian,1,268,,,17.0,Yes,1,298,,,15.0
2007,Slovenia,si,Alenka Gotar,Cvet z juga,Slovene,15,66,,,7.0,Yes,7,140,,,25.0
2007,Spain,es,D'NASH,I Love You Mi Vida,Spanish,20,43,,,2.0,AQ,AQ,AQ,,,
2007,Sweden,se,The Ark,The Worrying Kind,English,18,51,,,12.0,AQ,AQ,AQ,,,
2007,Switzerland,Switzerland,DJ BoBo,Vampires Are Alive,English,NQ,NQ,,,,Yes,20,40,,,8.0
2007,Turkey,tr,Kenan Doğulu,Shake It Up Şekerim,English,4,163,,,22.0,Yes,9,197,,,26.0
2007,Ukraine,ua,Verka Serduchka,Dancing Lasha Tumbai (Данцінґ Лаша Тумбай),"German, English, Ukrainian, Russian",2,235,,,18.0,AQ,AQ,AQ,,,
2007,United Kingdom,gb,Scooch,Flying the Flag (For You),English,22,19,,,19.0,AQ,AQ,AQ,,,
2008,Albania,al,Olta Boka,Zemrën e lamë peng,Albanian,17,55,,,3.0,2,9,67,,,6.0
2008,Andorra,Andorra,Gisela,Casanova,"English, Catalan",NQ,NQ,,,,1,16,22,,,12.0
2008,Armenia,am,Sirusho,"Qélé, Qélé (Քելե Քելե)","English, Armenian",4,199,,,5.0,1,2,139,,,14.0
2008,Azerbaijan,az,Elnur and Samir,Day After Day,English,8,132,,,20.0,1,6,96,,,7.0
2008,Belarus,Belarus,Ruslan Alekhno,Hasta la Vista,English,NQ,NQ,,,,2,17,27,,,9.0
2008,Belgium,Belgium,Ishtar,O Julissi,Imaginary,NQ,NQ,,,,1,17,16,,,6.0
2008,Bosnia and Herzegovina,ba,Laka,Pokušaj,Bosnian,10,110,,,6.0,1,9,72,,,13.0
2008,Bulgaria,Bulgaria,Deep Zone and Balthazar,"DJ, Take Me Away",English,NQ,NQ,,,,2,11,56,,,12.0
2008,Croatia,hr,Kraljevi ulice and 75 Cents,Romanca,Croatian,21,44,,,9.0,2,4,112,,,11.0
2008,Cyprus,Cyprus,Evdokia Kadi,Femme Fatale,Greek,NQ,NQ,,,,2,15,36,,,17.0
2008,Czech Republic,Czech Republic,Tereza Kerndlová,Have Some Fun,English,NQ,NQ,,,,2,18,9,,,8.0
2008,Denmark,dk,Simon Mathew,All Night Long,English,15,60,,,16.0,2,3,112,,,13.0
2008,Estonia,Estonia,Kreisiraadio,Leto svet,"Serbian, German, Finnish",NQ,NQ,,,,1,18,8,,,3.0
2008,Finland,fi,Teräsbetoni,Missä miehet ratsastaa,Finnish,22,35,,,8.0,1,8,79,,,16.0
2008,France,fr,Sébastien Tellier,Divine,"English, French",19,47,,,19.0,AQ,AQ,AQ,,,
2008,Georgia,ge,Diana Gurtskaya,Peace Will Come,English,11,83,,,17.0,2,5,107,,,14.0
2008,Germany,de,No Angels,Disappear,English,23,14,,,4.0,AQ,AQ,AQ,,,
2008,Greece,gr,Kalomira,Secret Combination,English,3,218,,,21.0,1,1,156,,,19.0
2008,Hungary,Hungary,Csézy,Candlelight,"English, Hungarian",NQ,NQ,,,,2,19,6,,,15.0
2008,Iceland,is,Euroband,This Is My Life,English,14,64,,,11.0,2,8,68,,,1.0
2008,Ireland,Ireland,Dustin the Turkey,Irelande Douze Pointe,English,NQ,NQ,,,,1,15,22,,,11.0
2008,Israel,il,Boaz Ma'uda,The Fire in Your Eyes,"Hebrew, English",9,124,,,7.0,1,5,104,,,2.0
2008,Latvia,lv,Pirates of the Sea,Wolves of the Sea,English,12,83,,,14.0,2,6,86,,,10.0
2008,Lithuania,Lithuania,Jeronimas Milius,Nomads in the Night,English,NQ,NQ,,,,2,16,30,,,5.0
2008,Malta,Malta,Morena,Vodka,English,NQ,NQ,,,,2,14,38,,,16.0
2008,Moldova,Moldova,Geta Burlacu,A Century of Love,English,NQ,NQ,,,,1,12,36,,,4.0
2008,Montenegro,Montenegro,Stefan Filipović,Zauvijek volim te (Заувијек волим те),Montenegrin,NQ,NQ,,,,1,14,23,,,1.0
2008,Netherlands,Netherlands,Hind,Your Heart Belongs to Me,English,NQ,NQ,,,,1,13,27,,,15.0
2008,North Macedonia,North Macedonia,"Tamara, Vrčak & Adrian",Let Me Love You,English,NQ,NQ,,,,2,10,64,,,18.0
2008,Norway,no,Maria Haukaas Storeng,Hold On Be Strong,English,5,182,,,25.0,1,4,106,,,9.0
2008,Poland,pl,Isis Gee,For Life,English,24,14,,,10.0,1,10,42,,,10.0
2008,Portugal,pt,Vânia Fernandes,Senhora do mar (Negras águas),Portuguese,13,69,,,13.0,2,2,120,,,19.0
2008,Romania,ro,Nico and Vlad,Pe-o margine de lume,"Romanian, Italian",20,45,,,1.0,1,7,94,,,17.0
2008,Russia,ru,Dima Bilan,Believe,English,1,272,,,24.0,1,3,135,,,18.0
2008,San Marino,San Marino,Miodio,Complice,Italian,NQ,NQ,,,,1,19,5,,,5.0
2008,Serbia,rs,Jelena Tomašević feat. Bora Dugić,Oro (Оро),Serbian,6,160,,,23.0,AQ,AQ,AQ,,,
2008,Slovenia,Slovenia,Rebeka Dremelj,Vrag naj vzame,Slovene,NQ,NQ,,,,1,11,36,,,8.0
2008,Spain,es,Rodolfo Chikilicuatre,Baila el Chiki-chiki,"Spanish, English",16,55,,,22.0,AQ,AQ,AQ,,,
2008,Sweden,se,Charlotte Perrelli,Hero,English,18,47,,,15.0,2,12,54,,,2.0
2008,Switzerland,Switzerland,Paolo Meneguzzi,Era stupendo,Italian,NQ,NQ,,,,2,13,47,,,7.0
2008,Turkey,tr,Mor ve Ötesi,Deli,Turkish,7,138,,,12.0,2,7,85,,,3.0
2008,Ukraine,ua,Ani Lorak,Shady Lady,English,2,230,,,18.0,2,1,152,,,4.0
2008,United Kingdom,gb,Andy Abraham,Even If,English,25,14,,,2.0,AQ,AQ,AQ,,,
2009,Albania,al,Kejsi Tola,Carry Me in Your Dreams,English,17,48,,,19.0,2,7,73,,,16.0
2009,Andorra,Andorra,Susanne Georgi,La teva decisió (Get a Life),"Catalan, English",NQ,NQ,,,,1,15,8,,,7.0
2009,Armenia,am,Inga and Anush,Jan Jan (Ջան Ջան),"English, Armenian",10,92,,,9.0,1,5,99,,,6.0
2009,Azerbaijan,az,AySel and Arash[73],Always,English,3,207,,,11.0,2,2,180,,,12.0
2009,Belarus,Belarus,Petr Elfimov,Eyes That Never Lie,English,NQ,NQ,,,,1,13,25,,,4.0
2009,Belgium,Belgium,Copycat,Copycat,English,NQ,NQ,,,,1,17,1,,,3.0
2009,Bosnia and Herzegovina,ba,Regina,Bistra voda,Bosnian,9,106,,,12.0,1,3,125,,,18.0
2009,Bulgaria,Bulgaria,Krassimir Avramov,Illusion,English,NQ,NQ,,,,1,16,7,,,11.0
2009,Croatia,hr,Igor Cukrov feat. Andrea,Lijepa Tena,Croatian,18,45,,,5.0,2,13,33,,,1.0
2009,Cyprus,Cyprus,Christina Metaxa,Firefly,English,NQ,NQ,,,,2,14,32,,,7.0
2009,Czech Republic,Czech Republic,Gipsy.cz,Aven Romale,"English, Romani",NQ,NQ,,,,1,18,0,,,2.0
2009,Denmark,dk,Niels Brinck,Believe Again,English,13,74,,,16.0,2,8,69,,,9.0
2009,Estonia,ee,Urban Symphony,Rändajad,Estonian,6,129,,,15.0,2,3,115,,,18.0
2009,Finland,fi,Waldo's People,Lose Control,English,25,22,,,24.0,1,12,42,,,15.0
2009,France,fr,Patricia Kaas,Et s'il fallait le faire,French,8,107,,,3.0,AQ,AQ,AQ,,,
2009,Germany,de,Alex Swings Oscar Sings![74],Miss Kiss Kiss Bang,English,20,35,,,17.0,AQ,AQ,AQ,,,
2009,Greece,gr,Sakis Rouvas,This Is Our Night,English,7,120,,,8.0,2,4,110,,,13.0
2009,Hungary,Hungary,Zoli Ádok,Dance with Me,English,NQ,NQ,,,,2,15,16,,,11.0
2009,Iceland,is,Yohanna,Is It True?,English,2,218,,,7.0,1,1,174,,,12.0
2009,Ireland,Ireland,Sinéad Mulvey and Black Daisy,Et Cetera,English,NQ,NQ,,,,2,11,52,,,2.0
2009,Israel,il,Noa and Mira Awad,There Must Be Another Way,"English, Hebrew, Arabic",16,53,,,2.0,1,7,75,,,10.0
2009,Latvia,Latvia,Intars Busulis,Probka (Пробка),Russian,NQ,NQ,,,,2,19,7,,,3.0
2009,Lithuania,lt,Sasha Son,Love,"English, Russian",23,23,,,1.0,2,9,66,,,14.0
2009,Malta,mt,Chiara,What If We,English,22,31,,,14.0,1,6,86,,,17.0
2009,Moldova,md,Nelly Ciobanu,Hora din Moldova,"Romanian, English",14,69,,,13.0,2,5,106,,,15.0
2009,Montenegro,Montenegro,Andrea Demirović,Just Get Out of My Life,English,NQ,NQ,,,,1,11,44,,,1.0
2009,Netherlands,Netherlands,The Toppers,Shine,English,NQ,NQ,,,,2,17,11,,,19.0
2009,North Macedonia,North Macedonia,Next Time,Nešto što kje ostane (Нешто што ќе остане),Macedonian,NQ,NQ,,,,1,10,45,,,13.0
2009,Norway,no,Alexander Rybak,Fairytale,English,1,387,,,20.0,2,1,201,,,6.0
2009,Poland,Poland,Lidia Kopania,I Don't Wanna Leave,English,NQ,NQ,,,,2,12,43,,,5.0
2009,Portugal,pt,Flor-de-Lis,Todas as ruas do amor,Portuguese,15,57,,,6.0,1,8,70,,,16.0
2009,Romania,ro,Elena,The Balkan Girls,English,19,40,,,22.0,1,9,67,,,14.0
2009,Russia,ru,Anastasiya Prikhodko,Mamo (Мамо),"Russian, Ukrainian",11,91,,,10.0,AQ,AQ,AQ,,,
2009,Serbia,Serbia,Marko Kon and Milaan[72],Cipela (Ципела),Serbian,NQ,NQ,,,,2,10,60,,,4.0
2009,Slovakia,Slovakia,Kamil Mikulčík and Nela Pocisková,Leť tmou,Slovak,NQ,NQ,,,,2,18,8,,,8.0
2009,Slovenia,Slovenia,Quartissimo feat. Martina,Love Symphony,"English, Slovene",NQ,NQ,,,,2,16,14,,,10.0
2009,Spain,es,Soraya Arnelas,La noche es para mí,"Spanish, English",24,23,,,25.0,AQ,AQ,AQ,,,
2009,Sweden,se,Malena Ernman,La voix,"French, English",21,33,,,4.0,1,4,105,,,5.0
2009,Switzerland,Switzerland,Lovebugs,The Highest Heights,English,NQ,NQ,,,,1,14,15,,,8.0
2009,Turkey,tr,Hadise,Düm Tek Tek,English,4,177,,,18.0,1,2,172,,,9.0
2009,Ukraine,ua,Svetlana Loboda,Be My Valentine,English,12,76,,,21.0,2,6,80,,,17.0
2009,United Kingdom,gb,Jade Ewen,It's My Time,English,5,173,,,23.0,AQ,AQ,AQ,,,
2010,Albania,al,Juliana Pasha,It's All About You,English,16,62,,,15.0,1,6,76,,,12.0
2010,Armenia,am,Eva Rivas,Apricot Stone,English,7,141,,,21.0,2,6,83,,,2.0
2010,Azerbaijan,az,Safura,Drip Drop,English,5,145,,,1.0,2,2,113,,,7.0
2010,Belarus,by,3+2 feat Robert Wells,Butterflies,English,24,18,,,9.0,1,9,59,,,16.0
2010,Belgium,be,Tom Dice,Me and My Guitar,English,6,143,,,7.0,1,1,167,,,10.0
2010,Bosnia and Herzegovina,ba,Vukašin Brajić,Thunder and Lightning,English,17,51,,,6.0,1,8,59,,,8.0
2010,Bulgaria,Bulgaria,Miro,Angel si ti (Ангел си ти),"Bulgarian, English",NQ,NQ,,,,2,15,19,,,13.0
2010,Croatia,Croatia,Feminnem,Lako je sve,Croatian,NQ,NQ,,,,2,13,33,,,15.0
2010,Cyprus,cy,Jon Lilygreen and The Islanders,Life Looks Better in Spring,English,21,27,,,5.0,2,10,67,,,14.0
2010,Denmark,dk,Chanée and N'evergreen,In a Moment Like This,English,4,149,,,25.0,2,5,101,,,4.0
2010,Estonia,Estonia,Malcolm Lincoln and Manpower 4,Siren,English,NQ,NQ,,,,1,14,39,,,3.0
2010,Finland,Finland,Kuunkuiskaajat,Työlki ellää,Finnish,NQ,NQ,,,,1,11,49,,,5.0
2010,France,fr,Jessy Matador,Allez Ola Olé,French,12,82,,,18.0,AQ,AQ,AQ,,,
2010,Georgia,ge,Sofia Nizharadze,Shine,English,9,136,,,13.0,2,3,106,,,16.0
2010,Germany,de,Lena,Satellite,English,1,246,,,22.0,AQ,AQ,AQ,,,
2010,Greece,gr,Giorgos Alkaios and Friends,OPA (ΩΠΑ),Greek,8,140,,,11.0,1,2,133,,,13.0
2010,Iceland,is,Hera Björk,Je ne sais quoi,English,19,41,,,16.0,1,3,123,,,17.0
2010,Ireland,ie,Niamh Kavanagh,It's for You,English,23,25,,,10.0,2,9,67,,,12.0
2010,Israel,il,Harel Skaat,Milim (מילים),Hebrew,14,71,,,24.0,2,8,71,,,3.0
2010,Latvia,Latvia,Aisha,What For?,English,NQ,NQ,,,,1,17,11,,,6.0
2010,Lithuania,Lithuania,InCulto,Eastern European Funk,English,NQ,NQ,,,,2,12,44,,,1.0
2010,Malta,Malta,Thea Garrett,My Dream,English,NQ,NQ,,,,1,12,45,,,11.0
2010,Moldova,md,SunStroke Project and Olia Tira,Run Away,English,22,27,,,4.0,1,10,52,,,1.0
2010,Netherlands,Netherlands,Sieneke,Ik ben verliefd (Sha-la-lie),Dutch,NQ,NQ,,,,2,14,29,,,9.0
2010,North Macedonia,North Macedonia,Gjoko Taneski,Jas ja imam silata (Јас ја имам силата),Macedonian,NQ,NQ,,,,1,15,37,,,15.0
2010,Norway,no,Didrik Solli-Tangen,My Heart Is Yours,English,20,35,,,3.0,AQ,AQ,AQ,,,
2010,Poland,Poland,Marcin Mroziński,Legenda,"English, Polish",NQ,NQ,,,,1,13,44,,,9.0
2010,Portugal,pt,Filipa Azevedo,Há dias assim,Portuguese,18,43,,,23.0,1,4,89,,,14.0
2010,Romania,ro,Paula Seling and Ovi,Playing with Fire,English,3,162,,,19.0,2,4,104,,,10.0
2010,Russia,ru,Peter Nalitch and Friends,Lost and Forgotten,English,11,90,,,20.0,1,7,74,,,2.0
2010,Serbia,rs,Milan Stanković,Ovo je Balkan (Oво je Балкан),Serbian,13,72,,,8.0,1,5,79,,,7.0
2010,Slovakia,Slovakia,Kristina,Horehronie,Slovak,NQ,NQ,,,,1,16,24,,,4.0
2010,Slovenia,Slovenia,Ansambel Žlindra and Kalamari,Narodnozabavni rock,Slovene,NQ,NQ,,,,2,16,6,,,11.0
2010,Spain,es,Daniel Diges,Algo Pequeñito,Spanish,15,68,,,2.0,AQ,AQ,AQ,,,
2010,Sweden,Sweden,Anna Bergendahl,This Is My Life,English,NQ,NQ,,,,2,11,62,,,6.0
2010,Switzerland,Switzerland,Michael von der Heide,Il pleut de l'or,French,NQ,NQ,,,,2,17,2,,,5.0
2010,Turkey,tr,maNga,We Could Be the Same,English,2,170,,,14.0,2,1,118,,,17.0
2010,Ukraine,ua,Alyosha,Sweet People,English,10,108,,,17.0,2,7,77,,,8.0
2010,United Kingdom,gb,Josh Dubovie,That Sounds Good to Me,English,25,10,,,12.0,AQ,AQ,AQ,,,
2011,Albania,Albania,Aurela Gaçe,Feel the Passion,English,NQ,NQ,,,,1,14,47,,,3.0
2011,Armenia,Armenia,Emmy,Boom Boom,English,NQ,NQ,,,,1,12,54,,,4.0
2011,Austria,at,Nadine Beiler,The Secret Is Love,English,18,64,,,18.0,2,7,69,,,2.0
2011,Azerbaijan,az,Ell & Nikki,Running Scared,English,1,221,,,19.0,1,2,122,,,18.0
2011,Belarus,Belarus,Anastasia Vinnikova,I Love Belarus,English,NQ,NQ,,,,2,14,45,,,16.0
2011,Belgium,Belgium,Witloof Bay,With Love Baby,English,NQ,NQ,,,,2,11,53,,,4.0
2011,Bosnia and Herzegovina,ba,Dino Merlin,Love in Rewind,"English, Bosnian",6,125,,,2.0,2,5,109,,,1.0
2011,Bulgaria,Bulgaria,Poli Genova,Na inat (На инат),Bulgarian,NQ,NQ,,,,2,12,48,,,10.0
2011,Croatia,Croatia,Daria,Celebrate,English,NQ,NQ,,,,1,15,41,,,13.0
2011,Cyprus,Cyprus,Christos Mylordos,San aggelos s'agapisa (Σαν άγγελος σ'αγάπησα),Greek,NQ,NQ,,,,2,18,16,,,9.0
2011,Denmark,dk,A Friend in London,New Tomorrow,English,5,134,,,3.0,2,2,135,,,18.0
2011,Estonia,ee,Getter Jaani,Rockefeller Street,English,24,44,,,8.0,2,9,60,,,15.0
2011,Finland,fi,Paradise Oskar,Da Da Dam,English,21,57,,,1.0,1,3,103,,,10.0
2011,France,fr,Amaury Vassili,Sognu,Corsican,15,82,,,11.0,AQ,AQ,AQ,,,
2011,Georgia,ge,Eldrine,One More Day,English,9,110,,,25.0,1,6,74,,,9.0
2011,Germany,de,Lena,Taken by a Stranger,English,10,107,,,16.0,AQ,AQ,AQ,,,
2011,Greece,gr,Loukas Giorkas feat. Stereo Mike,Watch My Dance,"English, Greek",7,120,,,9.0,1,1,133,,,19.0
2011,Hungary,hu,Kati Wolf,What About My Dreams?,"English, Hungarian",22,53,,,5.0,1,7,72,,,15.0
2011,Iceland,is,Sjonni's Friends,Coming Home,English,20,61,,,21.0,1,4,100,,,14.0
2011,Ireland,ie,Jedward,Lipstick,English,8,119,,,6.0,2,8,68,,,19.0
2011,Israel,Israel,Dana International,Ding Dong,"Hebrew, English",NQ,NQ,,,,2,15,38,,,12.0
2011,Italy,it,Raphael Gualazzi,Madness of Love,"Italian, English",2,189,,,12.0,AQ,AQ,AQ,,,
2011,Latvia,Latvia,Musiqq,Angel in Disguise,English,NQ,NQ,,,,2,17,25,,,17.0
2011,Lithuania,lt,Evelina Sašenko,C'est ma vie,English,19,63,,,4.0,1,5,81,,,17.0
2011,Malta,Malta,Glen Vella,One Life,English,NQ,NQ,,,,1,11,54,,,11.0
2011,Moldova,md,Zdob și Zdub,So Lucky,English,12,97,,,15.0,2,10,54,,,7.0
2011,Netherlands,Netherlands,3JS,Never Alone,English,NQ,NQ,,,,2,19,13,,,3.0
2011,North Macedonia,North Macedonia,Vlatko Ilievski,Rusinka (Русинка),"Macedonian, English",NQ,NQ,,,,2,16,36,,,11.0
2011,Norway,Norway,Stella Mwangi,Haba Haba,"English, Swahili",NQ,NQ,,,,1,17,30,,,2.0
2011,Poland,Poland,Magdalena Tul,Jestem,Polish,NQ,NQ,,,,1,19,18,,,1.0
2011,Portugal,Portugal,Homens da Luta,A luta é alegria,Portuguese,NQ,NQ,,,,1,18,22,,,16.0
2011,Romania,ro,Hotel FM,Change,English,17,77,,,17.0,2,4,111,,,14.0
2011,Russia,ru,Alexey Vorobyov,Get You,"English, Russian",16,77,,,10.0,1,9,64,,,7.0
2011,San Marino,San Marino,Senit,Stand By,English,NQ,NQ,,,,1,16,34,,,12.0
2011,Serbia,rs,Nina,Čaroban (Чаробан),Serbian,14,85,,,24.0,1,8,67,,,6.0
2011,Slovakia,Slovakia,TWiiNS,I'm Still Alive,English,NQ,NQ,,,,2,13,48,,,5.0
2011,Slovenia,si,Maja Keuc,No One,English,13,96,,,20.0,2,3,112,,,13.0
2011,Spain,es,Lucía Pérez,Que me quiten lo bailao,Spanish,23,50,,,22.0,AQ,AQ,AQ,,,
2011,Sweden,se,Eric Saade,Popular,English,3,185,,,7.0,2,1,155,,,8.0
2011,Switzerland,ch,Anna Rossinelli,In Love for a While,English,25,19,,,13.0,1,10,55,,,8.0
2011,Turkey,Turkey,Yüksek Sadakat,Live It Up,English,NQ,NQ,,,,1,13,47,,,5.0
2011,Ukraine,ua,Mika Newton,Angel,English,4,159,,,23.0,2,6,81,,,6.0
2011,United Kingdom,gb,Blue,I Can,English,11,100,,,14.0,AQ,AQ,AQ,,,
2012,Albania,al,Rona Nishliu,Suus,Albanian,5,146,,,3.0,1,2,146,,,5.0
2012,Austria,Austria,Trackshittaz,Woki mit deim Popo,German,NQ,NQ,,,,1,18,8,,,16.0
2012,Azerbaijan,az,Sabina Babayeva,When the Music Dies,English,4,150,,,13.0,AQ,AQ,AQ,,,
2012,Belarus,Belarus,Litesound,We Are the Heroes,English,NQ,NQ,,,,,16,35,,,5.0
2012,Belgium,Belgium,Iris,Would You?,English,NQ,NQ,,,,1,17,16,,,8.0
2012,Bosnia and Herzegovina,ba,Maya Sar,Korake ti znam,Bosnian,18,55,,,5.0,,6,77,,,17.0
2012,Bulgaria,Bulgaria,Sofi Marinova,Love Unlimited,Bulgarian,NQ,NQ,,,,,11,45,,,8.0
2012,Croatia,Croatia,Nina Badrić,Nebo,Croatian,NQ,NQ,,,,,12,42,,,10.0
2012,Cyprus,cy,Ivi Adamou,La La Love,English,16,65,,,8.0,1,7,91,,,12.0
2012,Denmark,dk,Soluna Samay,Should've Known Better,English,23,21,,,15.0,1,9,63,,,13.0
2012,Estonia,ee,Ott Lepland,Kuula,Estonian,6,120,,,11.0,,4,100,,,14.0
